CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
no_checking,30,outstanding_credit,appliances,6180,unknown,4_to_7,3,male,none,4,unknown,46,none,own,2,skilled,2,none,yes,Risk,Risk,0.389649475
no_checking,41,prior_payments_delayed,radio_tv,7171,greater_1000,greater_7,4,male,co-applicant,3,car_other,30,bank,own,2,unemployed,1,yes,yes,Risk,Risk,0.273148578
no_checking,38,outstanding_credit,appliances,8836,greater_1000,greater_7,4,male,co-applicant,3,unknown,56,none,free,2,skilled,1,yes,yes,Risk,Risk,0.084507593
no_checking,24,outstanding_credit,car_used,6468,500_to_1000,1_to_4,4,male,none,3,car_other,28,none,own,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.606180668
no_checking,45,outstanding_credit,radio_tv,6773,500_to_1000,4_to_7,5,male,co-applicant,5,car_other,54,none,free,3,skilled,1,yes,yes,Risk,Risk,0.138378984
0_to_200,5,all_credits_paid_back,car_used,477,less_100,1_to_4,2,female,none,3,real_estate,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.94187155
no_checking,35,outstanding_credit,radio_tv,7533,500_to_1000,greater_7,5,male,guarantor,4,unknown,57,none,free,2,skilled,2,yes,yes,Risk,Risk,0.073808395
0_to_200,9,all_credits_paid_back,car_new,2672,less_100,4_to_7,3,female,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.91034583
no_checking,26,prior_payments_delayed,appliances,4721,100_to_500,1_to_4,3,female,none,4,savings_insurance,44,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.622629554
0_to_200,4,prior_payments_delayed,furniture,510,less_100,4_to_7,3,male,none,3,savings_insurance,36,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.8279033
no_checking,29,prior_payments_delayed,repairs,4657,100_to_500,4_to_7,4,male,none,4,savings_insurance,38,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.602548243
greater_200,28,prior_payments_delayed,furniture,4048,100_to_500,1_to_4,3,male,none,2,savings_insurance,24,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.717850799
no_checking,41,credits_paid_to_date,furniture,5628,unknown,greater_7,5,male,none,5,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,No Risk,Risk,0.490085562
0_to_200,13,credits_paid_to_date,car_new,1738,less_100,less_1,2,female,co-applicant,2,car_other,30,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.885761643
no_checking,34,prior_payments_delayed,furniture,4920,500_to_1000,greater_7,4,male,none,3,unknown,44,none,free,2,skilled,1,none,yes,Risk,Risk,0.361217938
0_to_200,15,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,Risk,No Risk,0.941720103
0_to_200,22,outstanding_credit,radio_tv,2540,greater_1000,1_to_4,3,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.622198202
0_to_200,11,credits_paid_to_date,vacation,1464,less_100,less_1,2,female,none,3,car_other,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.882268274
less_0,14,prior_payments_delayed,car_new,1628,less_100,less_1,3,female,none,3,real_estate,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.927882203
less_0,6,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,32,stores,rent,2,skilled,1,none,yes,Risk,No Risk,0.955565734
no_checking,27,outstanding_credit,vacation,7403,unknown,greater_7,4,male,none,5,unknown,50,none,own,2,skilled,2,yes,yes,Risk,Risk,0.234214474
0_to_200,25,credits_paid_to_date,furniture,3468,greater_1000,1_to_4,3,male,none,3,savings_insurance,27,bank,rent,1,unskilled,2,none,yes,No Risk,No Risk,0.743963544
no_checking,35,prior_payments_delayed,vacation,6016,unknown,4_to_7,5,male,none,4,car_other,42,none,own,2,skilled,1,none,yes,No Risk,Risk,0.479652108
0_to_200,12,credits_paid_to_date,car_new,250,500_to_1000,less_1,2,female,none,3,savings_insurance,36,stores,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.870244108
greater_200,24,credits_paid_to_date,car_used,4643,100_to_500,less_1,3,male,none,4,savings_insurance,30,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.739579566
0_to_200,20,prior_payments_delayed,radio_tv,3626,100_to_500,1_to_4,3,male,none,4,unknown,35,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.664492519
0_to_200,26,credits_paid_to_date,car_used,3052,less_100,4_to_7,3,female,none,3,savings_insurance,45,none,free,2,skilled,1,none,yes,Risk,No Risk,0.611313754
no_checking,29,outstanding_credit,radio_tv,7468,500_to_1000,greater_7,5,male,co-applicant,4,car_other,55,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.108231627
no_checking,39,prior_payments_delayed,repairs,6110,unknown,4_to_7,4,male,none,4,savings_insurance,50,stores,own,3,unskilled,2,yes,yes,No Risk,No Risk,0.515235199
less_0,9,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.983455914
no_checking,31,prior_payments_delayed,appliances,5629,greater_1000,greater_7,3,male,none,4,car_other,43,none,own,2,skilled,1,none,yes,Risk,Risk,0.391386499
less_0,14,no_credits,car_new,754,100_to_500,1_to_4,2,male,none,2,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.970144027
no_checking,30,outstanding_credit,radio_tv,5283,greater_1000,4_to_7,4,male,none,4,unknown,58,none,free,2,skilled,2,yes,yes,Risk,Risk,0.271704287
0_to_200,18,credits_paid_to_date,car_used,1598,500_to_1000,4_to_7,3,male,co-applicant,2,real_estate,44,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.720642689
no_checking,34,prior_payments_delayed,furniture,5056,500_to_1000,4_to_7,4,male,none,5,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.537856794
no_checking,8,prior_payments_delayed,car_new,3629,500_to_1000,1_to_4,2,male,none,4,car_other,44,none,own,2,skilled,2,yes,yes,No Risk,No Risk,0.714568523
no_checking,26,prior_payments_delayed,appliances,4724,100_to_500,4_to_7,3,female,none,2,savings_insurance,42,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.644387889
greater_200,27,outstanding_credit,radio_tv,9772,100_to_500,greater_7,5,male,co-applicant,5,unknown,37,none,own,2,management_self-employed,1,yes,yes,Risk,Risk,0.193574139
0_to_200,19,credits_paid_to_date,appliances,1623,less_100,4_to_7,2,male,none,2,car_other,41,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.757657529
0_to_200,23,outstanding_credit,car_used,3983,100_to_500,4_to_7,4,female,none,4,car_other,26,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.661143175
less_0,15,credits_paid_to_date,car_new,422,500_to_1000,1_to_4,2,male,co-applicant,1,car_other,49,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.76655398
less_0,4,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,1,savings_insurance,24,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.958771796
no_checking,32,outstanding_credit,furniture,6066,unknown,4_to_7,4,male,none,5,unknown,48,stores,own,3,unskilled,2,yes,yes,Risk,Risk,0.304214425
greater_200,12,credits_paid_to_date,car_new,250,less_100,4_to_7,3,male,none,2,real_estate,19,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.929559079
no_checking,29,outstanding_credit,appliances,5237,greater_1000,greater_7,5,male,none,4,unknown,54,none,free,2,skilled,1,yes,yes,Risk,Risk,0.206585355
no_checking,40,outstanding_credit,repairs,6989,greater_1000,greater_7,4,male,co-applicant,3,car_other,58,none,free,3,skilled,2,yes,yes,Risk,Risk,0.090788699
0_to_200,20,credits_paid_to_date,car_used,2974,less_100,1_to_4,3,male,none,2,savings_insurance,37,none,rent,1,skilled,2,none,yes,No Risk,No Risk,0.778789416
less_0,4,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,female,none,1,real_estate,22,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.967456791
greater_200,19,credits_paid_to_date,radio_tv,5848,less_100,less_1,3,male,co-applicant,4,car_other,44,none,own,2,skilled,2,yes,yes,Risk,Risk,0.412641986
0_to_200,22,prior_payments_delayed,car_used,426,100_to_500,less_1,3,male,none,1,savings_insurance,37,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.857789043
less_0,13,all_credits_paid_back,car_new,1133,less_100,unemployed,1,male,none,1,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.975145245
less_0,30,credits_paid_to_date,car_used,4864,less_100,4_to_7,3,male,none,2,car_other,34,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.666153546
0_to_200,21,outstanding_credit,radio_tv,3480,greater_1000,1_to_4,3,male,none,4,savings_insurance,33,stores,own,2,skilled,1,yes,yes,No Risk,No Risk,0.684679826
less_0,4,all_credits_paid_back,car_new,650,less_100,less_1,1,female,none,2,savings_insurance,19,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.941789125
greater_200,29,prior_payments_delayed,car_used,3733,100_to_500,4_to_7,4,male,none,3,car_other,41,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.583461735
no_checking,28,prior_payments_delayed,car_used,7769,100_to_500,1_to_4,4,male,none,3,savings_insurance,23,none,free,2,skilled,1,none,yes,Risk,No Risk,0.567443343
no_checking,29,outstanding_credit,appliances,6358,500_to_1000,1_to_4,4,male,none,3,unknown,44,none,own,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.527988432
less_0,21,credits_paid_to_date,retraining,1231,100_to_500,1_to_4,1,female,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.828065684
less_0,11,all_credits_paid_back,furniture,2707,100_to_500,less_1,1,female,none,2,savings_insurance,24,stores,rent,2,skilled,1,none,yes,No Risk,No Risk,0.908200005
no_checking,20,credits_paid_to_date,radio_tv,2239,500_to_1000,1_to_4,2,female,none,2,real_estate,29,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.88622851
less_0,12,all_credits_paid_back,furniture,4781,less_100,4_to_7,3,male,co-applicant,2,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.732223645
less_0,23,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,co-applicant,2,real_estate,33,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.864758832
0_to_200,21,outstanding_credit,education,5468,greater_1000,4_to_7,4,male,none,4,savings_insurance,36,stores,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.635983449
no_checking,15,credits_paid_to_date,furniture,2136,100_to_500,unemployed,3,male,none,3,car_other,20,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.721069395
0_to_200,23,prior_payments_delayed,radio_tv,2829,less_100,1_to_4,2,female,none,2,savings_insurance,38,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.729327315
less_0,4,credits_paid_to_date,car_used,250,100_to_500,4_to_7,2,female,none,3,real_estate,24,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.945066078
less_0,9,no_credits,car_new,250,less_100,unemployed,2,female,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
no_checking,27,prior_payments_delayed,appliances,1800,500_to_1000,4_to_7,4,male,none,4,real_estate,46,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.556281657
less_0,18,credits_paid_to_date,car_used,1610,500_to_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.788952872
less_0,16,credits_paid_to_date,furniture,250,less_100,4_to_7,2,female,none,1,savings_insurance,19,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.91561103
no_checking,33,prior_payments_delayed,radio_tv,8801,greater_1000,greater_7,5,male,guarantor,4,unknown,53,none,free,2,skilled,1,yes,yes,Risk,Risk,0.078232096
less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.921628553
less_0,15,credits_paid_to_date,car_new,2548,less_100,less_1,3,female,none,3,car_other,30,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.885552702
less_0,4,credits_paid_to_date,radio_tv,271,100_to_500,less_1,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.957543237
no_checking,37,credits_paid_to_date,furniture,4396,unknown,4_to_7,4,male,none,3,savings_insurance,53,none,own,2,skilled,1,yes,yes,Risk,Risk,0.497365112
no_checking,19,credits_paid_to_date,car_new,3132,100_to_500,4_to_7,3,female,none,2,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.761802483
less_0,24,credits_paid_to_date,car_new,2897,500_to_1000,1_to_4,2,female,none,1,car_other,37,stores,own,1,skilled,2,yes,yes,No Risk,No Risk,0.752030049
no_checking,8,credits_paid_to_date,furniture,4545,100_to_500,1_to_4,3,male,none,4,real_estate,33,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.818184033
0_to_200,20,credits_paid_to_date,furniture,1958,500_to_1000,1_to_4,3,female,none,1,real_estate,47,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.752985212
0_to_200,17,credits_paid_to_date,car_new,3863,less_100,1_to_4,2,female,none,1,savings_insurance,39,bank,own,2,unemployed,1,none,yes,No Risk,No Risk,0.776626684
no_checking,25,prior_payments_delayed,radio_tv,5524,100_to_500,greater_7,4,male,none,3,car_other,44,none,own,2,skilled,1,none,yes,Risk,Risk,0.415333317
less_0,4,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,none,2,real_estate,21,stores,rent,2,unskilled,1,none,yes,No Risk,No Risk,0.928774869
greater_200,23,credits_paid_to_date,radio_tv,3161,100_to_500,4_to_7,3,female,none,2,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.721746664
no_checking,31,prior_payments_delayed,radio_tv,5637,100_to_500,4_to_7,4,male,none,5,car_other,32,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.527687487
0_to_200,18,prior_payments_delayed,retraining,3140,100_to_500,greater_7,3,female,none,2,savings_insurance,38,bank,own,2,unemployed,1,yes,yes,No Risk,No Risk,0.710844546
less_0,6,all_credits_paid_back,education,250,100_to_500,less_1,1,female,none,1,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.983455914
no_checking,43,prior_payments_delayed,furniture,5940,500_to_1000,4_to_7,3,male,co-applicant,4,unknown,43,none,own,2,skilled,2,yes,yes,Risk,Risk,0.220219115
no_checking,8,prior_payments_delayed,car_new,4882,greater_1000,greater_7,4,male,none,4,unknown,37,none,own,1,skilled,2,none,yes,No Risk,No Risk,0.670385037
no_checking,24,outstanding_credit,car_used,6645,500_to_1000,greater_7,4,male,co-applicant,3,unknown,51,none,free,2,skilled,1,yes,yes,Risk,Risk,0.157159771
0_to_200,42,prior_payments_delayed,appliances,2760,100_to_500,4_to_7,3,male,none,2,car_other,34,bank,own,1,unemployed,1,yes,yes,Risk,No Risk,0.708031091
0_to_200,14,credits_paid_to_date,car_used,1397,500_to_1000,less_1,2,male,none,3,car_other,46,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.748905011
less_0,4,all_credits_paid_back,repairs,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.983455914
no_checking,26,prior_payments_delayed,radio_tv,5346,unknown,1_to_4,4,male,none,4,car_other,55,stores,own,3,unskilled,2,yes,yes,No Risk,Risk,0.487357587
no_checking,49,credits_paid_to_date,furniture,2461,unknown,1_to_4,4,male,none,3,savings_insurance,28,none,own,2,skilled,2,none,yes,No Risk,No Risk,0.618845808
less_0,19,prior_payments_delayed,radio_tv,1317,greater_1000,4_to_7,2,male,none,3,car_other,38,stores,own,2,skilled,1,yes,yes,No Risk,No Risk,0.711272675
no_checking,44,outstanding_credit,radio_tv,5037,greater_1000,greater_7,4,male,co-applicant,5,unknown,37,none,free,2,skilled,1,yes,yes,Risk,Risk,0.118075442
0_to_200,16,credits_paid_to_date,car_new,3181,less_100,4_to_7,3,male,none,2,car_other,40,none,own,2,skilled,1,none,no,No Risk,No Risk,0.732337201
no_checking,25,outstanding_credit,vacation,4296,500_to_1000,greater_7,5,male,none,4,car_other,47,none,free,2,skilled,1,yes,yes,Risk,Risk,0.286916786
no_checking,31,all_credits_paid_back,furniture,4380,greater_1000,1_to_4,3,female,none,3,savings_insurance,36,bank,own,1,unemployed,1,none,no,No Risk,No Risk,0.669581256
no_checking,43,prior_payments_delayed,radio_tv,4400,500_to_1000,greater_7,5,male,co-applicant,4,car_other,45,none,own,1,skilled,2,yes,yes,Risk,Risk,0.185163624
no_checking,38,outstanding_credit,other,6481,greater_1000,1_to_4,4,male,none,2,savings_insurance,45,bank,own,2,unskilled,1,none,yes,Risk,No Risk,0.613775741
0_to_200,13,credits_paid_to_date,vacation,250,less_100,less_1,2,female,none,3,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.962767719
less_0,17,credits_paid_to_date,furniture,1557,500_to_1000,1_to_4,2,male,co-applicant,2,savings_insurance,38,stores,own,1,unskilled,1,yes,yes,Risk,No Risk,0.801197764
0_to_200,4,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.956587888
no_checking,30,prior_payments_delayed,education,7603,100_to_500,4_to_7,3,male,none,4,savings_insurance,39,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.549843406
0_to_200,19,no_credits,furniture,250,less_100,less_1,1,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.933734439
no_checking,38,outstanding_credit,other,7905,greater_1000,greater_7,6,male,co-applicant,5,unknown,48,none,own,2,management_self-employed,1,yes,yes,Risk,Risk,0.101516353
less_0,9,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,3,real_estate,29,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.961951804
less_0,10,credits_paid_to_date,car_new,1315,500_to_1000,less_1,2,male,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.929212987
no_checking,9,no_credits,car_new,2327,500_to_1000,less_1,3,female,none,3,real_estate,33,stores,rent,2,unskilled,1,none,yes,No Risk,No Risk,0.818884047
less_0,10,all_credits_paid_back,vacation,1575,less_100,unemployed,1,female,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.975145245
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk,No Risk,0.970260192
no_checking,42,prior_payments_delayed,furniture,5186,500_to_1000,1_to_4,3,male,none,4,car_other,42,none,free,2,skilled,1,yes,yes,Risk,No Risk,0.504238993
no_checking,27,prior_payments_delayed,education,5629,100_to_500,4_to_7,3,female,none,4,car_other,32,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.540034559
less_0,8,prior_payments_delayed,vacation,3335,less_100,less_1,2,female,none,3,savings_insurance,27,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.894170693
less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,savings_insurance,20,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.956587888
no_checking,48,outstanding_credit,appliances,6251,greater_1000,4_to_7,5,male,co-applicant,5,unknown,53,none,own,2,management_self-employed,2,yes,yes,Risk,Risk,0.203183434
greater_200,35,prior_payments_delayed,appliances,4256,unknown,1_to_4,4,male,none,4,savings_insurance,20,none,own,2,skilled,2,none,yes,No Risk,No Risk,0.65593056
no_checking,31,prior_payments_delayed,car_used,4209,unknown,greater_7,4,male,none,3,savings_insurance,42,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.454189855
no_checking,15,prior_payments_delayed,repairs,5345,100_to_500,greater_7,4,male,none,5,car_other,33,none,own,2,management_self-employed,2,yes,yes,Risk,No Risk,0.514571
0_to_200,15,prior_payments_delayed,furniture,3295,less_100,4_to_7,4,male,co-applicant,4,car_other,51,none,free,1,skilled,1,yes,yes,No Risk,No Risk,0.535705235
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,22,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
0_to_200,28,credits_paid_to_date,furniture,3515,less_100,less_1,2,male,none,3,car_other,31,none,own,2,skilled,2,yes,yes,Risk,No Risk,0.742142483
no_checking,27,credits_paid_to_date,radio_tv,3279,100_to_500,1_to_4,2,male,none,3,car_other,28,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.689537958
0_to_200,13,all_credits_paid_back,car_new,763,less_100,unemployed,1,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.978590417
0_to_200,19,prior_payments_delayed,car_used,250,100_to_500,greater_7,2,female,none,2,real_estate,31,stores,own,1,skilled,1,yes,yes,No Risk,No Risk,0.850572497
no_checking,25,prior_payments_delayed,radio_tv,4877,100_to_500,greater_7,3,male,none,3,unknown,43,none,own,1,skilled,1,none,yes,Risk,Risk,0.476334341
greater_200,12,prior_payments_delayed,furniture,250,100_to_500,4_to_7,2,male,none,3,real_estate,40,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.811040518
less_0,14,prior_payments_delayed,radio_tv,1225,500_to_1000,1_to_4,3,male,none,3,car_other,42,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.77437556
no_checking,18,prior_payments_delayed,retraining,2036,100_to_500,1_to_4,3,male,none,3,real_estate,28,stores,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.761459129
0_to_200,22,credits_paid_to_date,furniture,3834,100_to_500,unemployed,2,female,none,3,car_other,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.800889042
less_0,4,credits_paid_to_date,education,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.977667541
no_checking,30,outstanding_credit,repairs,7908,500_to_1000,4_to_7,3,male,co-applicant,3,unknown,44,none,free,2,skilled,1,yes,yes,Risk,Risk,0.194967945
0_to_200,10,credits_paid_to_date,car_used,2430,less_100,unemployed,2,male,none,3,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.921084675
no_checking,45,outstanding_credit,education,7355,unknown,4_to_7,4,male,co-applicant,5,car_other,45,none,own,2,skilled,1,yes,yes,Risk,Risk,0.209673671
0_to_200,22,outstanding_credit,education,1846,100_to_500,1_to_4,3,female,co-applicant,2,real_estate,41,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.837226999
no_checking,25,outstanding_credit,appliances,5862,500_to_1000,greater_7,4,male,guarantor,5,car_other,59,none,free,2,skilled,1,yes,yes,Risk,Risk,0.140064281
less_0,11,prior_payments_delayed,furniture,250,less_100,4_to_7,2,male,none,1,savings_insurance,24,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.916820522
0_to_200,15,credits_paid_to_date,education,5565,less_100,4_to_7,3,male,none,3,unknown,35,none,free,1,skilled,1,none,yes,No Risk,No Risk,0.736814191
greater_200,46,prior_payments_delayed,furniture,2546,500_to_1000,greater_7,4,male,guarantor,2,savings_insurance,36,stores,free,1,unskilled,1,yes,yes,Risk,No Risk,0.556554042
less_0,12,prior_payments_delayed,furniture,997,500_to_1000,4_to_7,3,male,none,2,car_other,32,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.8830783
less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,2,female,none,3,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.938669494
less_0,16,credits_paid_to_date,vacation,3529,less_100,4_to_7,2,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.87845355
0_to_200,4,no_credits,repairs,1464,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.975145245
no_checking,43,outstanding_credit,other,6949,unknown,greater_7,5,male,co-applicant,4,car_other,57,none,free,3,management_self-employed,2,yes,yes,Risk,Risk,0.075415912
less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.963566696
0_to_200,24,all_credits_paid_back,appliances,3822,500_to_1000,4_to_7,4,male,none,2,car_other,30,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.753542156
no_checking,32,outstanding_credit,repairs,6954,500_to_1000,greater_7,4,male,co-applicant,3,unknown,56,none,free,2,skilled,1,yes,yes,Risk,Risk,0.084507593
no_checking,26,outstanding_credit,vacation,7203,unknown,greater_7,5,female,co-applicant,5,unknown,60,none,free,3,management_self-employed,2,yes,yes,Risk,Risk,0.163165633
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
no_checking,37,prior_payments_delayed,repairs,7928,500_to_1000,greater_7,4,male,co-applicant,5,unknown,50,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.068263506
greater_200,28,prior_payments_delayed,radio_tv,3078,100_to_500,4_to_7,3,female,co-applicant,4,savings_insurance,33,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.518628908
no_checking,49,prior_payments_delayed,repairs,5595,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,42,none,own,2,skilled,1,yes,yes,Risk,Risk,0.194877942
greater_200,23,credits_paid_to_date,car_new,294,500_to_1000,less_1,3,male,none,4,savings_insurance,33,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.804591217
less_0,22,credits_paid_to_date,retraining,2683,less_100,less_1,3,female,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.867675386
no_checking,8,credits_paid_to_date,education,1903,100_to_500,4_to_7,2,male,none,3,savings_insurance,38,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.738086559
less_0,16,credits_paid_to_date,car_new,705,less_100,unemployed,1,female,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.938603443
no_checking,8,prior_payments_delayed,car_new,2008,greater_1000,greater_7,4,male,none,2,real_estate,27,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.684159588
less_0,19,credits_paid_to_date,car_new,2192,500_to_1000,4_to_7,2,male,none,2,car_other,34,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.753982084
less_0,4,credits_paid_to_date,car_used,1657,less_100,less_1,2,female,none,3,savings_insurance,20,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.923905058
0_to_200,20,no_credits,furniture,1652,less_100,unemployed,1,male,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.872071862
greater_200,12,credits_paid_to_date,car_used,5380,less_100,1_to_4,2,male,none,3,unknown,47,bank,own,1,unemployed,1,yes,yes,No Risk,No Risk,0.7022744
0_to_200,29,credits_paid_to_date,radio_tv,3617,100_to_500,greater_7,3,male,none,2,savings_insurance,34,none,own,2,skilled,2,none,yes,Risk,No Risk,0.647084459
no_checking,35,prior_payments_delayed,radio_tv,4945,500_to_1000,4_to_7,3,male,none,3,unknown,41,none,own,2,skilled,2,none,yes,Risk,Risk,0.450665255
