CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
0_to_200,49,prior_payments_delayed,repairs,3848,500_to_1000,4_to_7,4,male,none,4,car_other,32,none,free,2,unskilled,1,yes,yes,No Risk,No Risk,0.567993741
no_checking,38,prior_payments_delayed,repairs,2652,500_to_1000,4_to_7,4,male,none,4,real_estate,56,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.512529126
no_checking,31,prior_payments_delayed,furniture,6143,100_to_500,4_to_7,4,male,none,5,car_other,40,none,own,2,management_self-employed,1,none,yes,Risk,Risk,0.48221178600000003
less_0,16,credits_paid_to_date,appliances,250,500_to_1000,less_1,1,female,none,1,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.962479592
less_0,26,no_credits,repairs,2005,less_100,less_1,3,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8232320679999999
less_0,5,prior_payments_delayed,car_used,568,less_100,unemployed,1,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.93537007
no_checking,33,prior_payments_delayed,furniture,5888,500_to_1000,1_to_4,4,male,none,4,savings_insurance,36,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.5646455920000001
less_0,5,all_credits_paid_back,car_used,250,100_to_500,less_1,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9834559140000001
no_checking,51,outstanding_credit,other,7493,unknown,greater_7,5,male,co-applicant,5,unknown,51,none,free,2,skilled,2,yes,yes,Risk,Risk,0.060177565
no_checking,15,credits_paid_to_date,furniture,904,100_to_500,1_to_4,3,female,none,3,real_estate,42,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.789176957
no_checking,33,outstanding_credit,repairs,5901,500_to_1000,1_to_4,4,male,guarantor,3,savings_insurance,49,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.365447388
no_checking,45,prior_payments_delayed,appliances,8620,greater_1000,4_to_7,5,male,co-applicant,3,car_other,44,stores,own,2,unskilled,2,yes,yes,Risk,Risk,0.304059685
0_to_200,28,outstanding_credit,repairs,4223,greater_1000,greater_7,4,male,none,3,unknown,40,none,own,2,skilled,2,yes,yes,No Risk,No Risk,0.507422339
less_0,24,credits_paid_to_date,repairs,2335,less_100,1_to_4,2,male,co-applicant,3,car_other,40,bank,own,2,unemployed,1,yes,yes,No Risk,No Risk,0.574762139
less_0,9,all_credits_paid_back,furniture,250,less_100,less_1,2,male,none,2,savings_insurance,26,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.964138212
no_checking,23,prior_payments_delayed,furniture,5642,100_to_500,greater_7,4,male,none,5,unknown,33,none,own,2,skilled,1,yes,yes,Risk,Risk,0.41523934700000004
less_0,14,all_credits_paid_back,furniture,3423,less_100,1_to_4,2,female,none,2,real_estate,21,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.909481144
0_to_200,14,credits_paid_to_date,car_used,250,less_100,less_1,1,male,none,3,savings_insurance,25,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.943904011
less_0,8,prior_payments_delayed,car_new,2452,less_100,4_to_7,2,female,none,1,car_other,34,stores,free,2,skilled,1,none,yes,No Risk,No Risk,0.8120416490000001
less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
less_0,29,credits_paid_to_date,car_used,1783,less_100,1_to_4,3,male,co-applicant,3,car_other,32,none,own,1,skilled,1,none,yes,Risk,No Risk,0.666143929
no_checking,32,prior_payments_delayed,furniture,5672,500_to_1000,4_to_7,4,male,none,3,savings_insurance,25,stores,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.66634069
no_checking,36,prior_payments_delayed,appliances,6807,500_to_1000,greater_7,4,male,co-applicant,3,car_other,47,none,free,2,skilled,1,yes,yes,Risk,Risk,0.108448815
no_checking,21,credits_paid_to_date,radio_tv,4297,100_to_500,1_to_4,4,female,none,4,real_estate,40,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.716025971
greater_200,37,outstanding_credit,furniture,5267,500_to_1000,greater_7,4,male,co-applicant,4,car_other,44,stores,own,2,unskilled,2,yes,yes,Risk,Risk,0.317980606
0_to_200,4,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,1,real_estate,22,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.977667541
less_0,27,all_credits_paid_back,radio_tv,848,500_to_1000,1_to_4,3,female,none,3,real_estate,34,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.766175154
0_to_200,4,credits_paid_to_date,car_used,250,100_to_500,1_to_4,1,female,co-applicant,1,real_estate,24,stores,own,1,skilled,1,yes,yes,No Risk,No Risk,0.9237042409999999
less_0,9,all_credits_paid_back,retraining,1347,less_100,1_to_4,2,male,none,2,savings_insurance,29,stores,own,1,skilled,1,none,yes,Risk,No Risk,0.92602307
0_to_200,21,outstanding_credit,car_used,4107,100_to_500,1_to_4,2,female,none,2,car_other,25,stores,own,1,skilled,1,yes,yes,No Risk,No Risk,0.766478474
less_0,34,outstanding_credit,appliances,3017,unknown,greater_7,3,male,none,3,car_other,38,stores,free,2,skilled,1,yes,yes,No Risk,No Risk,0.541885918
0_to_200,21,outstanding_credit,radio_tv,2512,100_to_500,1_to_4,2,male,none,2,savings_insurance,31,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.7574892040000001
less_0,13,prior_payments_delayed,car_new,1521,less_100,1_to_4,3,male,none,1,car_other,46,none,rent,2,skilled,1,yes,yes,No Risk,No Risk,0.7498874640000001
0_to_200,4,prior_payments_delayed,car_used,250,500_to_1000,1_to_4,2,male,none,2,real_estate,40,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.867092095
no_checking,31,prior_payments_delayed,radio_tv,5058,500_to_1000,1_to_4,3,male,none,4,car_other,42,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.5806746279999999
no_checking,36,outstanding_credit,other,5276,greater_1000,greater_7,5,female,none,3,savings_insurance,38,none,free,1,skilled,1,none,no,Risk,No Risk,0.5812831620000001
no_checking,30,outstanding_credit,repairs,5294,500_to_1000,4_to_7,5,male,none,5,unknown,58,stores,free,2,unskilled,2,yes,yes,No Risk,Risk,0.283406493
less_0,15,all_credits_paid_back,appliances,250,less_100,1_to_4,2,male,co-applicant,1,real_estate,42,stores,free,1,skilled,1,yes,yes,No Risk,No Risk,0.9057573059999999
less_0,31,credits_paid_to_date,radio_tv,1908,less_100,1_to_4,3,male,none,2,real_estate,24,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.842523138
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9644718179999999
no_checking,34,outstanding_credit,appliances,5431,greater_1000,4_to_7,3,male,co-applicant,5,car_other,45,none,own,1,skilled,1,yes,yes,Risk,Risk,0.275126015
no_checking,20,prior_payments_delayed,radio_tv,1708,unknown,1_to_4,3,male,none,4,real_estate,41,none,own,2,management_self-employed,2,yes,yes,No Risk,No Risk,0.675050618
no_checking,26,prior_payments_delayed,education,4889,500_to_1000,4_to_7,4,male,none,4,savings_insurance,66,none,free,2,management_self-employed,1,none,yes,No Risk,Risk,0.472131985
no_checking,27,prior_payments_delayed,appliances,8130,500_to_1000,4_to_7,3,male,none,3,unknown,43,bank,own,2,unskilled,1,yes,yes,Risk,No Risk,0.505013921
greater_200,32,prior_payments_delayed,radio_tv,9560,100_to_500,greater_7,5,male,co-applicant,5,car_other,40,stores,own,2,unskilled,1,none,yes,No Risk,Risk,0.403306204
less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,savings_insurance,31,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.96277162
no_checking,34,outstanding_credit,radio_tv,9603,unknown,1_to_4,4,male,co-applicant,5,unknown,47,none,own,3,skilled,2,yes,yes,Risk,Risk,0.30997405899999997
no_checking,13,credits_paid_to_date,car_new,2298,less_100,1_to_4,2,male,none,4,car_other,41,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.741925128
less_0,28,credits_paid_to_date,retraining,2087,less_100,4_to_7,3,male,none,1,real_estate,23,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8666575740000001
0_to_200,12,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,23,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.970260192
less_0,25,credits_paid_to_date,car_used,1777,less_100,unemployed,1,female,none,1,savings_insurance,25,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.87458206
0_to_200,4,prior_payments_delayed,car_new,250,100_to_500,unemployed,2,female,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.929630698
less_0,17,prior_payments_delayed,furniture,2273,100_to_500,greater_7,3,male,none,1,car_other,42,bank,own,1,unskilled,1,none,yes,No Risk,No Risk,0.795402629
less_0,20,prior_payments_delayed,furniture,1764,less_100,less_1,3,male,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.88190863
0_to_200,20,prior_payments_delayed,business,3927,less_100,1_to_4,3,female,none,3,unknown,33,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.7097454040000001
no_checking,9,no_credits,appliances,3437,500_to_1000,less_1,3,male,none,3,savings_insurance,19,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.8823205390000001
0_to_200,15,no_credits,car_new,1064,less_100,less_1,3,male,none,3,real_estate,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.909292337
less_0,10,credits_paid_to_date,car_new,3667,less_100,1_to_4,3,male,co-applicant,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8597486940000001
no_checking,38,prior_payments_delayed,appliances,6978,500_to_1000,greater_7,5,male,none,3,savings_insurance,43,none,free,2,skilled,1,none,yes,No Risk,Risk,0.45254332
no_checking,45,outstanding_credit,radio_tv,5408,greater_1000,1_to_4,5,male,co-applicant,4,unknown,46,none,own,2,skilled,2,yes,yes,Risk,Risk,0.319836515
no_checking,29,outstanding_credit,appliances,6531,unknown,greater_7,4,male,co-applicant,3,unknown,49,none,free,3,skilled,2,yes,yes,Risk,Risk,0.114775935
no_checking,14,outstanding_credit,furniture,6290,100_to_500,1_to_4,3,male,none,3,car_other,48,none,own,2,management_self-employed,1,yes,yes,Risk,No Risk,0.560798212
less_0,17,credits_paid_to_date,car_new,1824,500_to_1000,4_to_7,3,male,none,3,car_other,34,none,own,1,skilled,1,none,yes,Risk,No Risk,0.7781654029999999
no_checking,20,all_credits_paid_back,car_new,387,less_100,4_to_7,3,male,none,4,savings_insurance,22,none,free,1,skilled,1,none,yes,No Risk,No Risk,0.762709303
no_checking,37,prior_payments_delayed,furniture,6294,unknown,greater_7,3,male,guarantor,5,unknown,67,stores,own,2,unskilled,1,yes,yes,Risk,Risk,0.15614662599999998
no_checking,20,outstanding_credit,appliances,7889,unknown,4_to_7,4,male,none,5,car_other,43,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.48146343399999997
less_0,23,prior_payments_delayed,education,4056,greater_1000,greater_7,4,male,none,2,unknown,48,none,own,2,skilled,1,none,yes,Risk,No Risk,0.575152814
greater_200,9,credits_paid_to_date,vacation,4692,less_100,less_1,3,female,co-applicant,2,savings_insurance,27,stores,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.69999069
0_to_200,18,credits_paid_to_date,furniture,1576,100_to_500,4_to_7,2,male,none,2,savings_insurance,31,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.7858261790000001
less_0,13,credits_paid_to_date,furniture,250,less_100,4_to_7,3,male,none,3,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9128232009999999
0_to_200,25,credits_paid_to_date,car_new,4295,100_to_500,1_to_4,3,male,co-applicant,3,car_other,39,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.56108446
0_to_200,9,all_credits_paid_back,appliances,4453,less_100,less_1,3,male,co-applicant,3,real_estate,21,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9238012870000001
no_checking,27,outstanding_credit,other,7475,500_to_1000,4_to_7,5,male,none,4,unknown,44,none,own,1,management_self-employed,1,yes,yes,No Risk,Risk,0.431305812
less_0,4,no_credits,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
less_0,21,prior_payments_delayed,car_used,3482,greater_1000,4_to_7,2,male,none,2,car_other,38,stores,own,2,skilled,1,none,yes,No Risk,No Risk,0.71111994
0_to_200,8,credits_paid_to_date,appliances,689,less_100,less_1,1,female,none,2,savings_insurance,31,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.956748162
0_to_200,25,credits_paid_to_date,radio_tv,2367,greater_1000,1_to_4,3,male,none,3,real_estate,35,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.7426171309999999
0_to_200,11,credits_paid_to_date,car_new,1914,less_100,less_1,1,female,none,1,real_estate,32,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.9481549690000001
0_to_200,14,credits_paid_to_date,appliances,1362,500_to_1000,1_to_4,2,female,none,3,car_other,39,stores,own,2,skilled,2,yes,yes,No Risk,No Risk,0.7246243040000001
less_0,16,credits_paid_to_date,car_used,2562,less_100,4_to_7,3,male,none,3,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.887957716
less_0,15,no_credits,car_used,250,less_100,1_to_4,1,female,none,2,savings_insurance,30,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.943665503
no_checking,31,outstanding_credit,radio_tv,4840,500_to_1000,greater_7,5,male,none,5,unknown,42,none,free,2,skilled,2,yes,yes,Risk,Risk,0.31724668899999997
no_checking,30,prior_payments_delayed,radio_tv,4686,100_to_500,greater_7,4,male,none,4,car_other,40,none,own,1,skilled,1,none,yes,Risk,Risk,0.47607468799999997
0_to_200,4,all_credits_paid_back,car_new,3978,less_100,less_1,3,female,none,3,car_other,27,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.914583851
no_checking,38,prior_payments_delayed,appliances,5200,greater_1000,greater_7,4,male,co-applicant,4,car_other,50,stores,own,2,unemployed,2,yes,yes,Risk,Risk,0.198194922
no_checking,47,outstanding_credit,repairs,7406,greater_1000,greater_7,6,male,co-applicant,5,car_other,52,none,own,2,skilled,2,yes,yes,Risk,Risk,0.074759485
no_checking,42,prior_payments_delayed,furniture,6863,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,49,none,own,2,skilled,1,yes,yes,Risk,Risk,0.18850765100000003
greater_200,34,outstanding_credit,appliances,4903,500_to_1000,1_to_4,3,male,none,2,savings_insurance,23,stores,own,2,unskilled,1,none,yes,Risk,No Risk,0.793199781
no_checking,36,prior_payments_delayed,furniture,6383,500_to_1000,1_to_4,3,male,none,4,savings_insurance,37,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.5646455920000001
greater_200,23,outstanding_credit,other,3962,greater_1000,greater_7,4,male,co-applicant,3,unknown,48,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.511191206
no_checking,34,prior_payments_delayed,radio_tv,5877,500_to_1000,greater_7,3,male,co-applicant,3,unknown,56,none,free,2,skilled,1,yes,no,Risk,Risk,0.08893129400000001
less_0,16,credits_paid_to_date,car_new,2209,100_to_500,4_to_7,2,female,none,1,car_other,29,bank,own,2,unemployed,1,none,yes,No Risk,No Risk,0.819794679
less_0,10,all_credits_paid_back,car_new,2005,100_to_500,1_to_4,2,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8921664970000001
no_checking,40,outstanding_credit,retraining,6687,greater_1000,greater_7,4,female,co-applicant,3,unknown,37,none,free,2,skilled,1,yes,yes,Risk,Risk,0.154017087
no_checking,35,outstanding_credit,furniture,9356,500_to_1000,greater_7,4,male,co-applicant,3,unknown,52,none,free,2,skilled,2,yes,yes,Risk,Risk,0.084507593
no_checking,11,credits_paid_to_date,furniture,5638,less_100,4_to_7,3,male,none,4,savings_insurance,50,none,own,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.60711043
0_to_200,22,outstanding_credit,education,3269,100_to_500,1_to_4,3,male,none,2,savings_insurance,38,none,free,3,skilled,1,yes,yes,No Risk,No Risk,0.659757024
0_to_200,5,no_credits,car_new,250,less_100,1_to_4,2,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.970260192
less_0,26,credits_paid_to_date,car_new,1992,100_to_500,4_to_7,2,male,co-applicant,1,car_other,34,stores,rent,1,unskilled,1,yes,yes,No Risk,No Risk,0.656384631
no_checking,39,prior_payments_delayed,repairs,4552,500_to_1000,greater_7,5,male,none,3,car_other,42,stores,own,2,unskilled,1,yes,yes,No Risk,Risk,0.459622989
no_checking,35,outstanding_credit,repairs,6641,greater_1000,greater_7,4,female,co-applicant,4,unknown,50,stores,free,2,skilled,1,yes,yes,Risk,Risk,0.12651731300000002
0_to_200,25,credits_paid_to_date,radio_tv,5024,less_100,4_to_7,4,male,none,3,savings_insurance,24,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.687840777
no_checking,42,prior_payments_delayed,other,8762,500_to_1000,greater_7,4,male,co-applicant,3,unknown,48,none,free,2,skilled,1,yes,yes,Risk,Risk,0.101387434
0_to_200,4,credits_paid_to_date,education,2824,100_to_500,less_1,3,female,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9450929790000001
greater_200,22,credits_paid_to_date,radio_tv,3263,greater_1000,4_to_7,2,male,none,2,car_other,44,bank,own,2,unemployed,1,none,yes,No Risk,No Risk,0.6577338189999999
no_checking,42,outstanding_credit,other,6703,greater_1000,greater_7,4,male,co-applicant,3,unknown,51,none,free,2,skilled,2,yes,yes,Risk,Risk,0.084507593
no_checking,34,outstanding_credit,repairs,8823,500_to_1000,greater_7,4,male,co-applicant,3,car_other,54,stores,own,2,unskilled,2,yes,yes,Risk,Risk,0.18477058100000002
no_checking,24,prior_payments_delayed,furniture,5945,100_to_500,1_to_4,3,male,none,3,car_other,36,stores,rent,1,unskilled,1,yes,yes,No Risk,No Risk,0.645339323
no_checking,30,outstanding_credit,repairs,8935,unknown,greater_7,5,male,co-applicant,5,unknown,59,none,own,3,skilled,2,yes,yes,Risk,Risk,0.079508902
0_to_200,4,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,2,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9834559140000001
no_checking,33,outstanding_credit,repairs,8231,unknown,greater_7,4,male,guarantor,5,unknown,65,none,free,2,skilled,1,yes,yes,Risk,Risk,0.072452245
0_to_200,8,prior_payments_delayed,car_used,250,500_to_1000,1_to_4,3,female,none,3,real_estate,28,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9200002740000001
less_0,21,prior_payments_delayed,radio_tv,2977,less_100,1_to_4,2,male,co-applicant,2,savings_insurance,37,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.743478966
no_checking,17,credits_paid_to_date,retraining,1647,100_to_500,1_to_4,2,male,none,2,real_estate,26,stores,own,1,unskilled,2,none,yes,Risk,No Risk,0.8703530290000001
no_checking,27,credits_paid_to_date,furniture,4429,100_to_500,1_to_4,4,female,none,4,car_other,38,stores,own,1,unskilled,1,yes,yes,Risk,No Risk,0.6161689379999999
less_0,15,credits_paid_to_date,car_new,250,500_to_1000,less_1,2,female,none,1,savings_insurance,22,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.949454169
no_checking,33,prior_payments_delayed,furniture,7484,100_to_500,less_1,4,female,none,4,car_other,47,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.403123633
0_to_200,13,credits_paid_to_date,car_new,250,500_to_1000,less_1,1,female,none,2,real_estate,28,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.9749297029999999
0_to_200,14,credits_paid_to_date,vacation,3066,100_to_500,less_1,2,female,none,3,car_other,32,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.8529949029999999
less_0,4,prior_payments_delayed,car_new,2560,less_100,less_1,2,female,none,3,savings_insurance,23,none,own,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.863742417
0_to_200,27,outstanding_credit,business,4154,100_to_500,4_to_7,3,male,none,3,car_other,54,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.505725681
0_to_200,25,credits_paid_to_date,car_new,250,100_to_500,1_to_4,3,male,none,2,real_estate,37,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.7537346979999999
greater_200,20,credits_paid_to_date,car_used,3996,less_100,less_1,3,male,none,3,car_other,36,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.7941439570000001
no_checking,26,prior_payments_delayed,car_used,7630,100_to_500,4_to_7,4,male,none,3,unknown,42,stores,own,2,unskilled,2,yes,yes,No Risk,No Risk,0.5195264789999999
0_to_200,27,credits_paid_to_date,furniture,2882,500_to_1000,1_to_4,2,female,none,2,real_estate,41,stores,own,2,skilled,1,yes,yes,No Risk,No Risk,0.718111686
no_checking,19,outstanding_credit,car_used,1636,500_to_1000,1_to_4,3,male,none,3,real_estate,37,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.751598575
less_0,24,credits_paid_to_date,radio_tv,2770,500_to_1000,1_to_4,3,female,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.693078773
0_to_200,21,credits_paid_to_date,car_used,250,less_100,4_to_7,3,male,none,2,savings_insurance,28,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.8094461959999999
0_to_200,14,prior_payments_delayed,repairs,2150,500_to_1000,greater_7,4,female,none,1,car_other,42,none,own,1,skilled,2,yes,yes,No Risk,No Risk,0.758379982
0_to_200,5,all_credits_paid_back,car_new,1042,less_100,less_1,2,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.940585667
less_0,15,prior_payments_delayed,radio_tv,999,less_100,1_to_4,3,male,none,2,savings_insurance,44,none,own,2,skilled,1,yes,yes,Risk,No Risk,0.766044907
no_checking,18,outstanding_credit,radio_tv,3455,500_to_1000,4_to_7,3,male,none,3,savings_insurance,26,none,own,1,management_self-employed,1,yes,yes,No Risk,No Risk,0.7347812159999999
0_to_200,13,credits_paid_to_date,car_new,2079,less_100,less_1,2,female,none,3,real_estate,23,none,own,1,skilled,1,none,yes,Risk,No Risk,0.9494889000000001
0_to_200,4,all_credits_paid_back,appliances,250,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.966372185
0_to_200,26,all_credits_paid_back,furniture,4032,less_100,4_to_7,3,male,none,3,real_estate,38,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.7031532909999999
0_to_200,4,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981843522
less_0,13,credits_paid_to_date,furniture,412,less_100,less_1,2,female,none,3,car_other,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9257924609999999
less_0,9,prior_payments_delayed,car_used,934,less_100,less_1,1,male,co-applicant,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,Risk,No Risk,0.911971657
0_to_200,19,prior_payments_delayed,radio_tv,3739,100_to_500,1_to_4,3,female,none,3,car_other,40,none,own,2,skilled,1,none,yes,Risk,No Risk,0.6876866540000001
less_0,9,all_credits_paid_back,car_new,1926,less_100,less_1,1,female,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.975145245
less_0,33,all_credits_paid_back,car_used,1805,500_to_1000,less_1,3,male,none,2,real_estate,28,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.923137213
less_0,17,credits_paid_to_date,vacation,1904,500_to_1000,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9593463059999999
0_to_200,22,credits_paid_to_date,car_used,1689,100_to_500,4_to_7,3,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.777775691
0_to_200,22,outstanding_credit,radio_tv,3537,greater_1000,4_to_7,4,male,none,3,unknown,34,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.6546630370000001
no_checking,42,prior_payments_delayed,appliances,7803,500_to_1000,greater_7,5,male,co-applicant,5,unknown,51,stores,own,2,unskilled,1,yes,yes,Risk,Risk,0.13886822
0_to_200,24,credits_paid_to_date,car_new,250,500_to_1000,1_to_4,3,male,co-applicant,3,real_estate,25,none,free,1,skilled,1,none,yes,No Risk,No Risk,0.839761588
less_0,20,credits_paid_to_date,retraining,2421,100_to_500,1_to_4,3,female,none,3,real_estate,29,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.80246467
greater_200,18,credits_paid_to_date,car_new,4780,greater_1000,4_to_7,4,male,none,4,savings_insurance,27,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.74709329
0_to_200,35,credits_paid_to_date,furniture,4757,less_100,1_to_4,3,male,none,3,car_other,34,none,free,2,skilled,1,yes,yes,Risk,No Risk,0.619515915
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.981272006
greater_200,24,credits_paid_to_date,radio_tv,4575,100_to_500,4_to_7,2,female,none,2,car_other,44,none,own,3,skilled,1,yes,yes,Risk,No Risk,0.546654016
0_to_200,32,outstanding_credit,radio_tv,614,unknown,4_to_7,4,male,none,4,savings_insurance,44,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.6860285220000001
less_0,9,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,1,real_estate,24,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.9834559140000001
0_to_200,8,all_credits_paid_back,car_new,1875,500_to_1000,1_to_4,3,female,none,2,car_other,29,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.838251062
greater_200,27,prior_payments_delayed,appliances,5523,100_to_500,greater_7,4,male,none,4,unknown,44,none,own,2,skilled,1,yes,yes,No Risk,Risk,0.435348065
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.981272006
less_0,11,all_credits_paid_back,car_used,427,100_to_500,1_to_4,2,male,none,1,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9724440999999999
no_checking,12,outstanding_credit,radio_tv,1407,100_to_500,greater_7,3,male,guarantor,4,savings_insurance,42,bank,free,2,unskilled,1,yes,yes,No Risk,Risk,0.49300370200000004
no_checking,27,outstanding_credit,radio_tv,5727,greater_1000,greater_7,5,male,none,3,savings_insurance,48,none,free,2,skilled,1,yes,yes,No Risk,Risk,0.324528245
no_checking,26,prior_payments_delayed,radio_tv,3225,500_to_1000,4_to_7,4,male,none,4,savings_insurance,60,none,own,2,skilled,1,yes,yes,Risk,Risk,0.483110507
greater_200,37,credits_paid_to_date,repairs,5051,500_to_1000,4_to_7,4,male,none,3,car_other,39,none,free,2,skilled,2,yes,yes,Risk,No Risk,0.533638606
no_checking,27,prior_payments_delayed,car_used,3877,unknown,less_1,3,male,none,3,car_other,31,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.7126984359999999
